id,term,category,weight
1391,cutting,101,339
1392,wrist,101,272
1393,broke,101,2041
1394,hurts,101,1963
1395,foot,101,835
1396,stabbed,101,279
1397,removed,101,164
1398,burnt,101,928
1399,tips,101,421
1400,nail,101,4817
1401,slice,101,85
1402,bent,101,84
1403,split,101,179
1404,spilled,101,73
1405,accidentally,101,303
1406,licking,101,48
1407,injuries,101,39
1408,busted,101,90
1409,accidently,101,211
1410,sharp,101,101
1411,swollen,101,180
1412,smashed,101,479
1413,biting,101,563
1414,bruised,101,129
1415,do:,106,50
1416,):,106,286
1417,hacked,106,316
1418,(=,106,91
1419,sigh,106,2596
1420,alicia,106,384
1421,brooke,106,98
1422,pinky,106,182
1423,sighs,106,99
1424,sn,106,558
1425,::,106,23517
1426,thompson,106,203
1427,sara,106,147
1428,raven,106,65
1429,picnic,107,108
1430,parade,107,420
1431,celebrating,107,223
1432,neighborhood,107,99
1433,blow,107,396
1434,setting,107,210
1435,fourth,107,4591
1436,holiday,107,608
1437,independence,107,554
1438,cookout,107,166
1439,canada,107,164
1440,fireworks,107,8562
1441,spectacular,107,155
1442,safe,107,1564
1443,lighting,107,201
1444,disneyland,107,61
1445,july,107,12576
1446,america,107,502
1447,celebrate,107,545
1448,celebration,107,397
1449,festivities,107,80
1450,firework,107,426
1451,bbq,107,671
1452,happy,107,12429
1453,display,107,780
1454,bonfire,107,262
1455,fifa,104,1901
1456,europe,104,102
1457,england,104,1942
1458,champs,104,153
1459,mexico,104,359
1460,win,104,2179
1461,india,104,495
1462,nations,104,78
1463,espn,104,81
1464,horns,104,44
1465,stanley,104,195
1466,france,104,486
1467,cu,104,567
1468,brazil,104,731
1469,cups,104,113
1470,italy,104,426
1471,portugal,104,118
1472,usa,104,985
1473,cup,104,15043
1474,winner,104,161
1475,scotland,104,50
1476,semi,104,54
1477,asia,104,103
1478,champions,104,567
1479,unpredictable,104,41
1480,won,104,1091
1481,winning,104,320
1482,ireland,104,79
1483,dutch,104,212
1484,argentina,104,315
1485,soccer,104,647
1486,final,104,922
1487,match,104,607
1488,european,104,74
1489,ghana,104,201
1490,zealand,104,90
1491,cricket,104,106
1492,australia,104,189
1493,champion,104,382
1494,matches,104,198
1495,africa,104,142
1496,bid,104,133
1497,winners,104,58
1498,women's,104,65
1499,host,104,175
1500,qualified,104,35
1501,germany,104,1177
1502,world,104,25543
1503,finals,104,533
1504,spain,104,2762
1505,trophy,104,133
1506,netherlands,104,457
1507,rugby,104,125
1508,holland,104,523
1509,deserved,104,78
1510,wins,104,316
1511,supporting,104,82
1512,hosting,104,65
1513,teams,104,240
1514,melbourne,104,202
1515,cheering,104,53
1516,champ,104,51
1517,shocking,104,38
1518,octopus,104,75
1519,russia,104,232
1520,neighborhood,105,156
1521,nice,105,14874
1522,ringing,105,208
1523,it's,105,13991
1524,ring,105,300
1525,bold,105,62
1526,fires,105,49
1527,awhile,105,607
1528,laid,105,106
1529,carol,105,161
1530,folks,105,800
1531,reminder,105,650
1532,bells,105,1918
1533,friendly,105,1914
1534,it'll,105,752
1535,ladies,1372,1031
1536,foundation,1372,669
1537,color,1372,556
1538,colors,1372,631
1539,participate,1372,83
1540,bra,1372,1898
1541,blue,1372,960
1542,doesn't,1372,2135
1543,raise,1372,605
1544,sports,1372,241
1545,spread,1372,302
1546,white,1372,989
1547,awareness,1372,432
1548,pink,1372,904
1549,started,1372,2381
1550,fyi,1372,154
1551,breast,1372,696
1552,news,1372,733
1553,underwear,1372,63
1554,made,1372,4182
1555,susan,1372,1470
1556,clear,1372,1386
1557,channel,1372,259
1558,printed,1372,508
1559,sticking,1001,158
1560,upper,1001,340
1561,ringing,1001,970
1562,bleeding,1001,693
1563,deaf,1001,481
1564,ouch,1001,479
1565,healed,1001,66
1566,chin,1001,216
1567,smiling,1001,324
1568,swallowed,1001,79
1569,tattooed,1001,30
1570,ring,1001,1512
1571,monroe,1001,139
1572,stitches,1001,96
1573,buds,1001,88
1574,tattoo,1001,424
1575,jewelry,1001,47
1576,stretch,1001,170
1577,bite,1001,335
1578,popped,1001,97
1579,rings,1001,255
1580,ripping,1001,36
1581,lip,1001,4657
1582,belly,1001,258
1583,wax,1001,468
1584,infected,1001,142
1585,split,1001,214
1586,tattoos,1001,77
1587,ripped,1001,135
1588,elephant,1001,87
1589,lend,1001,143
1590,swell,1001,36
1591,needle,1001,119
1592,lower,1001,114
1593,pierced,1001,2888
1594,poked,1001,41
1595,ear,1001,6493
1596,bleed,1001,203
1597,grin,1001,60
1598,plug,1001,97
1599,pierce,1001,618
1600,headphones,1001,94
1601,holes,1001,144
1602,piercing,1001,1996
1603,busted,1001,681
1604,nose,1001,2689
1605,swollen,1001,247
1606,biting,1001,145
1607,tongue,1001,1252
1608,ears,1001,5467
1609,concept,1210,231
1610,art,1210,17039
1611,childrens,1210,148
1612,objects,1210,37
1613,traditional,1210,31
1614,logo,1210,248
1615,modern,1210,166
1616,buildings,1210,35
1617,detail,1210,54
1618,culture,1210,88
1619,fashion,1210,182
1620,design,1210,3951
1621,artists,1210,829
1622,images,1210,84
1623,portfolio,1210,583
1624,skill,1210,100
1625,web,1210,298
1626,arts,1210,646
1627,ancient,1210,73
1628,designed,1210,63
1629,display,1210,297
1630,media,1210,136
1631,create,1210,512
1632,writer,1210,70
1633,creativity,1210,299
1634,poetry,1210,160
1635,creative,1210,827
1636,industry,1210,78
1637,production,1210,74
1638,master,1210,381
1639,digital,1210,307
1640,print,1210,148
1641,supplies,1210,330
1642,medium,1210,78
1643,advertising,1210,37
1644,creation,1210,118
1645,exploring,1210,33
1646,product,1210,119
1647,designer,1210,372
1648,creating,1210,359
1649,models,1210,43
1650,poster,1210,90
1651,photography,1210,452
1652,wax,1210,119
1653,photographer,1210,51
1654,collection,1210,92
1655,finest,1210,43
1656,t-shirt,1210,163
1657,talents,1210,28
1658,craft,1210,237
1659,studio,1210,1026
1660,procrastination,1210,195
1661,graphics,1210,175
1662,talented,1210,154
1663,projects,1210,543
1664,inspiration,1210,214
1665,building,1210,344
1666,workshop,1210,64
1667,masters,1210,45
1668,inspiring,1210,43
1669,natural,1210,407
1670,center,1210,291
1671,artist,1210,1734
1672,science,1210,594
1673,inspired,1210,187
1674,drawing,1210,523
1675,project,1210,1151
1676,children's,1210,247
1677,intro,1210,105
1678,neat,1210,56
1679,expression,1210,114
1680,reception,1210,68
1681,clay,1210,169
1682,professional,1210,87
1683,piece,1210,785
1684,painting,1210,829
1685,museum,1210,2619
1686,history,1210,1311
1687,drunken,1375,1843
1688,partying,1375,213
1689,drunk,1375,18254
1690,stoned,1375,315
1691,fucked,1375,612
1692,booze,1375,172
1693,mates,1375,144
1694,parties,1375,185
1695,sober,1375,3821
1696,ditch,1375,61
1697,drinkin,1375,148
1698,alcohol,1375,492
1699,alcoholic,1375,149
1700,puke,1375,63
1701,hangover,1375,1436
1702,drank,1375,283
1703,actin,1375,83
1704,apologies,1375,85
1705,completly,1375,32
1706,piss,1375,223
1707,tipsy,1375,316
1708,hungover,1375,2109
1709,drink,1375,1077
1710,pub,1375,150
1711,smashed,1375,108
1712,beers,1375,87
1713,liver,1375,52
1714,messy,1375,86
1715,cab,1375,55
1716,wasted,1375,533
1717,drinking,1375,1041
1718,lastnight,1375,144
1719,bar,1375,686
1720,recovering,1375,101
1721,whilst,1375,267
1722,faded,1375,58
1723,hung,1375,313
1724,vomit,1375,64
1725,slightly,1375,603
1726,raining,1655,301
1727,deciding,1655,250
1728,hating,1655,244
1729,stressing,1655,87
1730,distracting,1655,303
1731,pissing,1655,271
1732,planning,1655,324
1733,won't,1655,2357
1734,damnit,1655,73
1735,stealing,1655,260
1736,dear,1655,3832
1737,liking,1655,114
1738,annoying,1655,1010
1739,popping,1655,118
1740,procrastinating,1655,1402
1741,quit,1655,1229
1742,whining,1655,259
1743,complaining,1655,905
1744,sneezing,1655,276
1745,poking,1655,1200
1746,figuring,1655,124
1747,acting,1655,910
1748,pad,1655,49
1749,ruining,1655,302
1750,judging,1655,111
1751,messing,1655,715
1752,bitching,1655,361
1753,hurting,1655,1267
1754,sucking,1655,186
1755,screwing,1655,187
1756,coughing,1655,276
1757,attacking,1655,69
1758,stop,1655,30892
1759,blaming,1655,263
1760,touching,1655,170
1761,putting,1655,445
1762,bothering,1655,383
1763,pretending,1655,366
1764,changing,1655,412
1765,irritating,1655,55
1766,sending,1655,184
1767,dammit,1655,106
1768,anytime,1655,139
1769,stalking,1655,244
1770,destroying,1655,33
1771,risks,1655,93
1772,making,1655,2060
1773,shaking,1655,159
1774,worrying,1655,152
1775,todays,1374,1211
1776,sentence,1374,1922
1777,middle,1374,2065
1778,names,1374,549
1779,participate,1374,395
1780,phrase,1374,1461
1781,find,1374,6653
1782,end,1374,3800
1783,interesting,1374,3917
1784,amusing,1374,1517
1785,answer,1374,1001
1786,profile,1374,2491
1787,play,1374,5074
1788,attended,1374,350
1789,friends,1374,6108
1790,met,1374,1899
1791,game,1374,3036
1792,birth,1374,3492
1793,put,1374,3572
1794,cases,1374,61
1795,copy,1374,2552
1796,paste,1374,2279
1797,remember,1374,1634
1798,places,1374,1708
1799,born,1374,594
1800,fb,1374,3120
1801,place,1374,5594
1802,today's,1374,472
1803,meet,1374,2510
1804,ca,99,367
1805,tidy,99,373
1806,gently,99,76
1807,likes,99,603
1808,messy,99,55
1809,repost,99,649
1810,perfect,99,2247
1811,doesn't,99,2409
1812,noises,99,861
1813,question,99,922
1814,speaking,99,666
1815,wearing,99,352
1816,funny,99,2064
1817,lucky,99,1244
1818,aren't,99,827
1819,true,99,6654
1820,bank,99,937
1821,care,99,2239
1822,loved,99,940
1823,understands,99,1097
1824,makes,99,1518
1825,believes,99,1554
1826,friend,99,10792
1827,car,99,1440
1828,making,99,1199
1829,friendship,99,765
1830,periods,99,408
1831,saving,98,325
1832,cancer,98,770
1833,grandmas,98,400
1834,fake,98,1071
1835,cold,98,2037
1836,darkest,98,63
1837,saved,98,2260
1838,repost,98,594
1839,perfect,98,1854
1840,givin,98,90
1841,hurray,98,67
1842,mis,98,1045
1843,superman,98,313
1844,awareness,98,642
1845,grandma's,98,657
1846,heartache,98,89
1847,saves,98,406
1848,hero,98,1305
1849,rescue,98,600
1850,trapped,98,51
1851,big,98,3124
1852,bid,98,38
1853,les,98,1629
1854,breast,98,966
1855,grandma,98,273
1856,drowning,98,452
1857,save,98,17114
1858,small,98,1862
1859,rack,98,34
1860,boredom,98,379
1861,despise,91,136
1862,caused,91,89
1863,leads,91,1995
1864,violent,91,188
1865,emotions,91,1003
1866,utter,91,80
1867,fear,91,1769
1868,issues,91,695
1869,letting,91,624
1870,envy,91,262
1871,terror,91,120
1872,enthusiasm,91,71
1873,overcome,91,101
1874,unfortunate,91,41
1875,compassion,91,124
1876,suffering,91,315
1877,helpful,91,60
1878,experiencing,91,57
1879,loneliness,91,65
1880,explode,91,108
1881,slipping,91,37
1882,release,91,477
1883,feeds,91,45
1884,passionate,91,53
1885,ruins,91,64
1886,prevent,91,60
1887,dealing,91,195
1888,creation,91,69
1889,depression,91,699
1890,poison,91,78
1891,tolerance,91,57
1892,filled,91,946
1893,reaching,91,92
1894,confusion,91,362
1895,sorrow,91,165
1896,revenge,91,197
1897,host,91,68
1898,emotional,91,384
1899,extreme,91,223
1900,pity,91,179
1901,react,91,89
1902,despair,91,391
1903,disappointment,91,426
1904,hatred,91,1702
1905,emotion,91,756
1906,vent,91,637
1907,madness,91,174
1908,consume,91,33
1909,danger,91,191
1910,manage,91,391
1911,feelings,91,574
1912,management,91,939
1913,capable,91,185
1914,angry,91,1201
1915,jealousy,91,816
1916,negative,91,183
1917,frustration,91,1485
1918,bitter,91,126
1919,halls,91,59
1920,cope,91,43
1921,grief,91,174
1922,determination,91,99
1923,boredom,91,194
1924,overwhelming,91,115
1925,negativity,91,117
1926,anxiety,91,282
1927,rejection,91,69
1928,rage,91,1661
1929,excitement,91,236
1930,sadness,91,1013
1931,guilt,91,668
1932,situation,91,281
1933,temper,91,141
1934,control,91,1396
1935,raging,91,37
1936,anger,91,7782
1937,disappear,91,114
1938,denial,91,238
1939,forces,91,101
1940,forgiveness,91,410
1941,tension,91,94
1942,driven,91,46
1943,destruction,91,241
1944,consumed,91,78
1945,eats,91,126
1946,dread,91,122
1947,greed,91,61
1948,dean,90,46
1949,cried,90,141
1950,life,90,6603
1951,buildings,90,49
1952,born,90,1007
1953,manner,90,44
1954,facts,90,57
1955,hero,90,228
1956,smiling,90,428
1957,rejoice,90,124
1958,james,90,278
1959,create,90,427
1960,fight,90,700
1961,live,90,22964
1962,potential,90,515
1963,smell,90,362
1964,illusion,90,205
1965,notice,90,1030
1966,lived,90,1634
1967,intend,90,294
1968,beauty,90,403
1969,learn,90,823
1970,discover,90,77
1971,bullets,90,153
1972,fullest,90,706
1973,dreams,90,666
1974,dignity,90,25
1975,forever,90,6344
1976,stolen,90,73
1977,cries,90,186
1978,die,90,11711
1979,loneliness,90,57
1980,bee,90,288
1981,you'll,90,3046
1982,youll,90,126
1983,faces,90,408
1984,small,90,426
1985,dream,90,2310
1986,essential,90,43
1987,wind,90,351
1988,colorado,93,488
1989,hiking,93,544
1990,boots,93,191
1991,powder,93,347
1992,skiing,93,2511
1993,sledding,93,154
1994,mountain,93,5292
1995,jacked,93,403
1996,resort,93,291
1997,fountain,93,106
1998,hill,93,307
1999,valley,93,175
2000,ski,93,2138
2001,cabin,93,97
2002,mountains,93,453
2003,gear,93,150
2004,snowy,93,76
2005,utah,93,63
2006,sneak,93,281
2007,pleasant,93,341
2008,lift,93,183
2009,peak,93,997
2010,conquered,93,55
2011,climbing,93,225
2012,instructor,93,40
2013,sunrise,93,118
2014,boarding,93,488
2015,rocky,93,108
2016,hike,93,388
2017,mount,93,1526
2018,climbed,93,116
2019,dew,93,3247
2020,mt,93,4434
2021,base,93,99
2022,stoked,93,172
2023,snowboarding,93,2410
2024,climb,93,175
2025,biking,93,830
2026,hyper,92,749
2027,omg,92,3669
2028,lmao,92,745
2029,yea,92,1600
2030,lo,92,4651
2031,wow,92,2429
2032,lol,92,16381
2033,kidding,92,173
2034,hype,92,188
2035,exited,92,79
2036,im,92,16304
2037,ti,92,122
2038,addicted,92,256
2039,offically,92,174
2040,couldnt,92,285
2041,nerd,92,199
2042,dork,92,1121
2043,:/,95,2729
2044,ws,95,278
2045,cc,95,300
2046,checks,95,62
2047,app,95,412
2048,woah,95,366
2049,gd,95,271
2050,shocked,95,162
2051,stalker,95,1155
2052,total,95,695
2053,check,95,2360
2054,creep,95,317
2055,goo,95,2011
2056,thingy,95,82
2057,creeper,95,54
2058,top,95,1528
2059,apps,95,608
2060,tiny,95,209
2061,deleted,95,138
2062,peoples,95,190
2063,fatal,95,31
2064,whoa,95,141
2065,shows,95,429
2066,profile,95,3287
2067,views,95,4016
2068,checking,95,302
2069,tool,95,513
2070,visits,95,39
2071,notifications,95,110
2072,viewing,95,402
2073,facebook,95,7978
2074,active,95,178
2075,pages,95,317
2076,info,95,301
2077,appeared,95,47
2078,credits,95,55
2079,fb,95,1825
2080,creepy,95,164
2081,stalking,95,1556
2082,stalk,95,583
2083,visited,95,695
2084,shocking,95,140
2085,deleting,95,156
2086,creeping,95,80
2087,view,95,355
2088,mn,94,70
2089,colorado,94,2768
2090,headed,94,1642
2091,bound,94,469
2092,traveling,94,93
2093,headin,94,189
2094,ia,94,50
2095,springs,94,1194
2096,trip,94,1143
2097,city,94,1341
2098,visiting,94,217
2099,oklahoma,94,1180
2100,visit,94,416
2101,minnesota,94,164
2102,denver,94,1518
2103,texas,94,405
2104,columbus,94,225
2105,leavin,94,103
2106,iowa,94,845
2107,lawrence,94,227
2108,kansas,94,1421
2109,utah,94,583
2110,moving,94,859
2111,western,94,49
2112,kc,94,778
2113,lincoln,94,464
2114,chicago,94,184
2115,leaving,94,1519
2116,california,94,231
2117,heading,94,1728
2118,sd,94,91
2119,thing,97,24571
2120,bad,97,10978
2121,good,97,20308
2122,isn't,97,1151
2123,huge,96,585
2124,jeez,96,64
2125,le,96,2450
2126,insert,96,60
2127,alas,96,190
2128,sigh,96,22568
2129,dramatic,96,115
2130,=/,96,106
2131,=(,96,202
2132,depressing,96,366
2133,sighs,96,446
2134,nevermind,96,127
2135,compared,96,666
2136,suppose,96,351
2137,relief,96,3188
2138,ahhh,96,372
2139,phew,96,157
2140,comic,96,621
2141,tempted,96,715
2142,t_t,96,143
2143,atleast,96,207
2144,shop,1623,327
2145,collecting,1623,40
2146,cost,1623,349
2147,money,1623,2106
2148,cheap,1623,2202
2149,textbook,1623,145
2150,cd,1623,282
2151,wal-mart,1623,277
2152,booze,1623,44
2153,selling,1623,528
2154,books,1623,1995
2155,shirts,1623,388
2156,cds,1623,227
2157,bucks,1623,550
2158,tempted,1623,310
2159,expensive,1623,2316
2160,bunch,1623,287
2161,sell,1623,2299
2162,jewelry,1623,55
2163,barbie,1623,280
2164,decent,1623,137
2165,backpack,1623,60
2166,stores,1623,150
2167,costs,1623,138
2168,online,1623,497
2169,supplies,1623,440
2170,brand,1623,339
2171,store,1623,1443
2172,bought,1623,4518
2173,ridiculously,1623,164
2174,buy,1623,16301
2175,dvds,1623,201
2176,packs,1623,54
2177,afford,1623,320
2178,ffs,1623,621
2179,sold,1623,537
2180,poster,1623,57
2181,cheaper,1623,399
2182,t-shirt,1623,175
2183,discount,1623,55
2184,amazon,1623,383
2185,walmart,1623,1071
2186,hobby,1623,1205
2187,kit,1623,51
2188,buying,1623,2419
2189,purchase,1623,161
2190,paycheck,1623,52
2191,target,1623,325
2192,dvd,1623,202
2193,craft,1623,52
2194,borrow,1623,404
2195,dollar,1623,169
2196,ebay,1623,415
2197,stuff,1623,3312
2198,advertising,1623,50
2199,budget,1623,78
2200,popular,1623,322
2201,groceries,1623,231
2202,shops,1623,81
2203,stock,1623,95
2204,clothes,1623,508
2205,miller,1622,136
2206,people's,1622,177
2207,mind,1622,3402
2208,rip,1622,414
2209,steve,1622,6549
2210,professional,1622,78
2211,owner,1622,186
2212,handle,1622,790
2213,takin,1622,296
2214,concern,1622,128
2215,killin,1622,90
2216,personal,1622,552
2217,mines,1622,113
2218,peoples,1622,302
2219,folks,1622,223
2220,proposal,1622,54
2221,jobs,1622,1407
2222,business,1622,17178
2223,marketing,1622,84
2224,misery,1622,104
2225,invest,1622,31
2226,plan,1622,677
2227,elses,1622,185
2228,motto,1622,31
2229,owners,1622,63
2230,drain,1622,66
2231,owns,1622,37
2232,involved,1622,143
2233,venture,1622,184
2234,defeat,1622,173
2235,cards,1622,300
2236,pleasure,1622,279
2237,nobody's,1622,440
2238,minded,1622,44
2239,usual,1622,429
2240,cute,1621,749
2241,confuse,1621,247
2242,yikes,1621,85
2243,edition,1621,429
2244,twin,1621,3202
2245,americans,1621,102
2246,alike,1621,170
2247,sweater,1621,771
2248,jealousy,1621,65
2249,mug,1621,83
2250,twins,1621,1691
2251,attractive,1621,89
2252,pretty,1621,2174
2253,pal,1621,115
2254,personality,1621,201
2255,towers,1621,157
2256,disagree,1621,141
2257,cities,1621,783
2258,rear,1621,74
2259,extreme,1621,2887
2260,compliments,1621,76
2261,ugly,1621,10155
2262,betty,1621,1552
2263,truth,1621,1207
2264,creature,1621,79
2265,pink,1620,7461
2266,gawd,1620,43
2267,dammit,1620,181
2268,ftw,1620,1214
2269,rocks,1620,261
2270,misses,1620,1101
2271,floyd,1620,1447
2272,ahhhh,1620,1729
2273,hahah,1620,1103
2274,hm,1620,1964
2275,yep,1620,272
2276,australian,1620,32
2277,bits,1620,173
2278,hah,1627,5325
2279,signing,1627,243
2280,gooood,1627,137
2281,yessss,1627,190
2282,:),1627,20976
2283,goooood,1627,107
2284,fyi,1627,31
2285,haha,1627,11387
2286,hmm,1627,230
2287,woooooo,1627,17
